Pos,Player,Team,Matches,Innings,Not Outs,Runs,HS,Avg,BF,SR,100s,50s,4s,6s,Season
13,Manish PandeySRH,PBKS,425,16,15,2,83*,32.69,333,127.62,0,3,35,18,2020
14,Mayank AgarwalPBKS,KKR,424,11,11,0,106,38.54,271,156.45,1,2,44,15,2020
15,Eoin MorganKKR,RR,418,14,14,4,68*,41.8,302,138.41,0,1,32,24,2020
16,Sanju SamsonRR,CSK,375,14,14,1,85,28.84,236,158.89,0,3,21,26,2020
17,Ambati RayuduCSK,PBKS,359,12,11,2,71,39.88,282,127.3,0,1,30,12,2020
18,Nicholas PooranPBKS,KKR,353,14,14,4,77,35.3,208,169.71,0,2,23,25,2020
19,Nitish RanaKKR,DC,352,14,14,0,87,25.14,254,138.58,0,3,43,12,2020
20,Marcus StoinisDC,SRH,352,17,17,3,65,25.14,237,148.52,0,3,31,16,2020
21,Jonny BairstowSRH,DC,345,11,11,0,97,31.36,272,126.83,0,3,31,13,2020
22,Rishabh PantDC,MI,343,14,14,3,56,31.18,301,113.95,0,1,31,9,2020
23,Rohit SharmaMI,RR,332,12,12,0,80,27.66,260,127.69,0,3,27,19,2020
24,Jos ButtlerRR,SRH,328,13,12,2,70*,32.8,227,144.49,0,2,27,16,2020
25,Kane WilliamsonSRH,RR,317,12,11,4,67,45.28,237,133.75,0,3,26,10,2020
26,Steve SmithRR,CSK,311,14,14,2,69,25.91,237,131.22,0,3,32,9,2020
27,Shane WatsonCSK,PBKS,299,11,11,1,83*,29.9,247,121.05,0,2,33,13,2020
28,Chris GaylePBKS,RR,288,7,7,0,99,41.14,210,137.14,0,3,15,23,2020
29,Ben StokesRR,MI,285,8,8,1,107*,40.71,200,142.5,1,1,36,7,2020
30,Hardik PandyaMI,RCB,281,14,13,5,60*,35.12,157,178.98,0,1,14,25,2020
31,Aaron FinchRCB,MI,268,12,12,0,52,22.33,241,111.2,0,1,28,8,2020
32,Kieron PollardMI,RR,268,16,12,7,60*,53.6,140,191.42,0,1,15,22,2020
33,Rahul TewatiaRR,CSK,255,14,11,5,53,42.5,183,139.34,0,1,13,17,2020
34,Ravindra JadejaCSK,KKR,232,14,11,6,50,46.4,135,171.85,0,1,22,11,2020
35,Rahul TripathiKKR,DC,230,11,11,1,81,23,181,127.07,0,1,21,10,2020
36,Prithvi ShawDC,SRH,228,13,13,0,66,17.53,167,136.52,0,2,27,8,2020
37,Wriddhiman SahaSRH,CSK,214,4,4,1,87,71.33,153,139.86,0,2,24,5,2020
38,Ruturaj GaikwadCSK,CSK,204,6,6,2,72,51,169,120.71,0,3,16,6,2020
39,MS DhoniCSK,RR,200,14,12,4,47*,25,172,116.27,0,0,16,7,2020
40,Robin UthappaRR,CSK,196,12,12,0,41,16.33,164,119.51,0,0,19,7,2020
41,Sam CurranCSK,DC,186,14,11,3,52,23.25,141,131.91,0,1,12,12,2020
42,Shimron HetmyerDC,KKR,185,12,11,3,45,23.12,125,148,0,0,11,12,2020
43,Dinesh KarthikKKR,KKR,169,14,14,2,58,14.08,134,126.11,0,1,20,4,2020
44,Pat CumminsKKR,SRH,146,14,11,4,53*,20.85,114,128.07,0,1,9,8,2020
45,Priyam GargSRH,PBKS,133,14,10,1,51*,14.77,111,119.81,0,1,9,4,2020
46,Mandeep SinghPBKS,RCB,130,7,7,1,66*,21.66,109,119.26,0,1,10,4,2020
47,Shivam DubeRCB,KKR,129,11,9,2,27*,18.42,105,122.85,0,0,5,9,2020
48,Sunil NarineKKR,KKR,121,10,9,0,64,13.44,85,142.35,0,1,10,8,2020
49,Andre RussellKKR,DC,117,10,9,0,25,13,81,144.44,0,0,9,9,2020
50,Axar PatelDC,DC,117,15,9,1,42,14.62,85,137.64,0,0,6,8,2020
51,Ajinkya RahaneDC,RR,113,9,8,0,60,14.12,107,105.6,0,1,12,2,2020
52,Jofra ArcherRR,SRH,113,14,10,4,27*,18.83,63,179.36,0,0,5,10,2020
53,Abdul SamadSRH,RCB,111,12,8,3,33,22.2,65,170.76,0,0,8,6,2020
54,Washington SundarRCB,MI,111,15,9,3,30,18.5,95,116.84,0,0,10,2,2020
55,Krunal PandyaMI,PBKS,109,16,12,6,34,18.16,92,118.47,0,0,9,5,2020
56,Glenn MaxwellPBKS,MI,108,13,11,4,32,15.42,106,101.88,0,0,9,0,2020
57,Saurabh TiwaryMI,PBKS,103,7,5,0,42,20.6,80,128.75,0,0,8,3,2020
58,Deepak HoodaPBKS,SRH,101,7,5,4,62*,101,71,142.25,0,1,5,5,2020
59,Vijay ShankarSRH,RR,97,7,5,1,52*,24.25,96,101.04,0,1,10,1,2020
60,Riyan ParagRR,RR,86,12,8,1,42*,12.28,77,111.68,0,0,6,3,2020
61,Tom CurranRR,RCB,83,5,4,3,54*,83,62,133.87,0,1,5,3,2020
62,Josh PhilippeRCB,SRH,78,5,5,1,33,19.5,77,101.29,0,0,9,1,2020
63,Abhishek SharmaSRH,RCB,71,8,7,2,31,14.2,56,126.78,0,0,6,3,2020
64,Gurkeerat Mann SinghRCB,SRH,71,8,5,5,21*,0,80,88.75,0,0,8,0,2020
65,Jason HolderSRH,CSK,66,7,4,2,26*,33,53,124.52,0,0,5,3,2020
66,Kedar JadhavCSK,RR,62,8,5,2,26,20.66,66,93.93,0,0,7,0,2020
67,Mahipal LomrorRR,DC,59,3,3,0,47,19.66,54,109.25,0,0,2,3,2020
68,Kagiso RabadaDC,KKR,56,17,8,4,15*,14,49,114.28,0,0,4,2,2020
69,Lockie FergusonKKR,PBKS,43,5,2,2,24*,0,29,148.27,0,0,4,1,2020
70,Krishnappa GowthamPBKS,RR,42,2,2,1,22*,42,27,155.55,0,0,3,2,2020
71,Yashasvi JaiswalRR,RR,40,3,3,0,34,13.33,44,90.9,0,0,2,2,2020
72,Shreyas GopalRR,DC,37,14,5,1,23*,9.25,39,94.87,0,0,3,0,2020
73,Ravichandran AshwinDC,SRH,37,15,6,3,14*,12.33,34,108.82,0,0,3,1,2020
74,Rashid KhanSRH,RCB,35,16,7,3,14,8.75,30,116.66,0,0,3,2,2020
75,Chris MorrisRCB,CSK,34,9,5,1,25*,8.5,21,161.9,0,0,2,3,2020
76,Narayan JagadeesanCSK,PBKS,33,5,2,0,33,16.5,29,113.79,0,0,4,0,2020
77,Sarfaraz KhanPBKS,DC,33,5,3,1,14*,16.5,29,113.79,0,0,5,0,2020
78,Alex CareyDC,CSK,32,3,3,1,14*,16,29,110.34,0,0,0,1,2020
79,Murali VijayCSK,PBKS,32,3,3,0,21,10.66,43,74.41,0,0,4,0,2020
80,Chris JordanPBKS,RCB,29,9,5,2,13,9.66,31,93.54,0,0,2,0,2020
81,Navdeep SainiRCB,MI,27,13,3,2,12*,27,27,100,0,0,3,0,2020
82,Nathan Coulter-NileMI,KKR,25,7,2,1,24*,25,15,166.66,0,0,4,0,2020
83,Kamlesh NagarkotiKKR,DC,22,10,6,3,8*,7.33,31,70.96,0,0,1,0,2020
84,Harshal PatelDC,DC,21,5,2,0,16,10.5,24,87.5,0,0,2,0,2020
85,Tushar DeshpandeDC,PBKS,21,5,2,1,20*,21,12,175,0,0,2,1,2020
86,Jimmy NeeshamPBKS,KKR,19,5,3,1,10*,9.5,18,105.55,0,0,0,1,2020
87,Tom BantonKKR,RCB,18,2,2,0,10,9,20,90,0,0,1,1,2020
88,Mohammed SirajRCB,PBKS,17,9,3,2,10*,17,14,121.42,0,0,2,0,2020
89,Karun NairPBKS,PBKS,16,4,3,1,15*,8,14,114.28,0,0,2,0,2020
90,Prabhsimran SinghPBKS,RCB,15,2,2,0,11,7.5,15,100,0,0,2,0,2020
91,Isuru UdanaRCB,MI,15,10,4,1,10*,5,11,136.36,0,0,1,1,2020
92,James PattinsonMI,CSK,15,10,2,1,11,15,13,115.38,0,0,2,0,2020
93,Imran TahirCSK,KKR,13,3,1,1,13*,0,10,130,0,0,2,0,2020
94,Kuldeep YadavKKR,RCB,13,5,2,1,12,13,21,61.9,0,0,1,0,2020
95,Moeen AliRCB,CSK,12,3,3,0,11,4,16,75,0,0,1,0,2020
96,Shardul ThakurCSK,SRH,12,9,2,1,11,12,21,57.14,0,0,0,0,2020
97,Sandeep SharmaSRH,SRH,12,13,5,3,9,6,15,80,0,0,1,0,2020
98,Mohammad NabiSRH,KKR,11,1,1,1,11*,0,8,137.5,0,0,2,0,2020
99,Rinku SinghKKR,KKR,11,1,1,0,11,11,11,100,0,0,1,0,2020
100,Shivam MaviKKR,KKR,10,8,3,1,9,5,14,71.42,0,0,1,0,2020
101,Varun ChakaravarthyKKR,RR,10,13,3,1,7*,5,15,66.66,0,0,0,0,2020
102,Ankit RajpootRR,RR,9,6,2,1,7*,9,10,90,0,0,0,1,2020
103,Jaydev UnadkatRR,DC,9,7,1,0,9,9,13,69.23,0,0,0,0,2020
104,Pravin DubeyDC,CSK,7,3,1,1,7*,0,13,53.84,0,0,0,0,2020
105,Dwayne BravoCSK,SRH,7,6,2,0,7,3.5,6,116.66,0,0,0,0,2020
106,Shahbaz NadeemSRH,CSK,7,7,2,1,5,7,8,87.5,0,0,1,0,2020
107,Deepak ChaharCSK,PBKS,7,14,3,2,5*,7,12,58.33,0,0,0,0,2020
108,Ravi BishnoiPBKS,DC,7,14,3,2,6*,7,12,58.33,0,0,1,0,2020
109,Anrich NortjeDC,RR,7,16,5,4,3*,7,6,116.66,0,0,0,0,2020
110,Andrew TyeRR,MI,6,1,1,0,6,6,6,100,0,0,0,1,2020
111,Jasprit BumrahMI,PBKS,5,15,1,1,5*,0,3,166.66,0,0,0,0,2020
112,Murugan AshwinPBKS,RR,4,9,1,0,4,4,4,100,0,0,0,0,2020
113,Kartik TyagiRR,MI,4,10,3,2,2*,4,6,66.66,0,0,0,0,2020
114,Dhawal KulkarniMI,SRH,3,1,1,1,3*,0,2,150,0,0,0,0,2020
115,T NatarajanSRH,KKR,3,16,3,3,3*,0,5,60,0,0,0,0,2020
116,Prasidh KrishnaKKR,PBKS,2,6,2,2,2*,0,4,50,0,0,0,0,2020
117,Mohammad ShamiPBKS,MI,2,14,3,2,2*,2,3,66.66,0,0,0,0,2020
118,Rahul ChaharMI,KKR,2,15,1,1,2*,0,4,50,0,0,0,0,2020
119,Nikhil NaikKKR,PBKS,1,1,1,0,1,1,3,33.33,0,0,0,0,2020
120,Mujeeb Ur RahmanPBKS,RCB,1,2,1,0,1,1,3,33.33,0,0,0,0,2020
121,Shahbaz AhmedRCB,RCB,1,2,1,1,1*,0,1,100,0,0,0,0,2020
122,Dale SteynRCB,RR,1,3,1,1,1*,0,2,50,0,0,0,0,2020
123,Varun AaronRR,RCB,1,3,2,1,1,1,10,10,0,0,0,0,2020
124,Yuzvendra ChahalRCB,SRH,1,15,2,1,1,1,3,33.33,0,0,0,0,2020
125,Mitchell MarshSRH,SRH,0,1,1,0,0*,0,1,0,0,0,0,0,2020
126,Shreevats GoswamiSRH,RCB,0,2,2,0,0*,0,4,0,0,0,0,0,2020
127,Umesh YadavRCB,DC,0,2,1,0,0*,0,2,0,0,0,0,0,2020
128,Daniel SamsDC,SRH,0,3,1,0,0*,0,2,0,0,0,0,0,2020
129,Bhuvneshwar KumarSRH,PBKS,0,4,1,0,0*,0,2,0,0,0,0,0,2020
130,Sheldon CottrellPBKS,SRH,0,6,1,0,0*,0,2,0,0,0,0,0,2020
131,Khaleel AhmedSRH,PBKS,0,7,1,0,0*,0,2,0,0,0,0,0,2020
132,Arshdeep SinghPBKS,MI,0,8,1,0,0*,0,3,0,0,0,0,0,2020
133,Trent BoultMI,,0,15,1,0,0*,0,1,0,0,0,0,0,2020
1,Ruturaj GaikwadCSK,CSK,635,16,16,2,101*,45.35,466,136.26,1,4,64,23,2021
2,Faf du PlessisCSK,PBKS,633,16,16,2,95*,45.21,458,138.2,0,6,60,23,2021
3,KL RahulPBKS,DC,626,13,13,3,98*,62.6,451,138.8,0,6,48,30,2021
4,Shikhar DhawanDC,RCB,587,16,16,1,92,39.13,471,124.62,0,3,63,16,2021
5,Glenn MaxwellRCB,RR,513,15,14,2,78,42.75,356,144.1,0,6,48,21,2021
6,Sanju SamsonRR,DC,484,14,14,2,119,40.33,354,136.72,1,2,45,17,2021
7,Prithvi ShawDC,KKR,479,15,15,0,82,31.93,301,159.13,0,4,56,18,2021
8,Shubman GillKKR,PBKS,478,17,17,0,57,28.11,402,118.9,0,3,50,12,2021
9,Mayank AgarwalPBKS,DC,441,12,12,1,99*,40.09,314,140.44,0,4,42,18,2021
10,Rishabh PantDC,RCB,419,16,16,4,58*,34.91,326,128.52,0,3,42,10,2021
11,Devdutt PadikkalRCB,RCB,411,14,14,1,101*,31.61,328,125.3,1,1,44,14,2021
12,Virat KohliRCB,KKR,405,15,15,1,72*,28.92,339,119.46,0,3,43,9,2021
13,Rahul TripathiKKR,KKR,397,17,16,2,74*,28.35,283,140.28,0,2,41,11,2021
14,Nitish RanaKKR,MI,383,17,16,3,80,29.46,314,121.97,0,2,34,17,2021
15,Rohit SharmaMI,KKR,381,13,13,0,63,29.3,299,127.42,0,1,33,14,2021
16,Venkatesh IyerKKR,CSK,370,10,10,1,67,41.11,288,128.47,0,4,37,14,2021
17,Moeen AliCSK,MI,357,15,15,1,58,25.5,260,137.3,0,1,31,19,2021
18,Suryakumar YadavMI,RCB,317,14,14,0,82,22.64,221,143.43,0,2,40,10,2021
19,AB de VilliersRCB,MI,313,15,14,4,76*,31.3,211,148.34,0,2,23,16,2021
20,Quinton de KockMI,SRH,297,11,11,1,70*,29.7,256,116.01,0,2,29,7,2021
21,Manish PandeySRH,SRH,292,8,8,2,69*,48.66,236,123.72,0,3,21,10,2021
22,Kane WilliamsonSRH,CSK,266,10,10,4,66*,44.33,235,113.19,0,2,29,2,2021
23,Ambati RayuduCSK,RR,257,16,13,4,72*,28.55,170,151.17,0,2,16,17,2021
24,Jos ButtlerRR,RR,254,7,7,0,124,36.28,166,153.01,1,0,27,13,2021
25,Yashasvi JaiswalRR,SRH,249,10,10,0,50,24.9,168,148.21,0,1,32,10,2021
26,Jonny BairstowSRH,MI,248,7,7,1,63*,41.33,175,141.71,0,2,20,15,2021
27,Kieron PollardMI,DC,245,14,13,5,87*,30.62,165,148.48,0,1,16,16,2021
28,Shimron HetmyerDC,MI,242,14,13,6,53*,34.57,144,168.05,0,1,19,12,2021
29,Ishan KishanMI,RR,241,10,10,1,84,26.77,180,133.88,0,2,21,10,2021
30,Shivam DubeRR,CSK,230,9,9,1,64*,28.75,193,119.17,0,1,18,10,2021
31,Ravindra JadejaCSK,KKR,227,16,12,9,62*,75.66,156,145.51,0,1,19,9,2021
32,Dinesh KarthikKKR,SRH,223,17,15,5,40,22.3,170,131.17,0,0,22,7,2021
33,David WarnerSRH,PBKS,195,8,8,0,57,24.37,181,107.73,0,2,15,6,2021
34,Chris GaylePBKS,RCB,193,10,10,1,46,21.44,154,125.32,0,0,21,8,2021
35,K.S BharatRCB,KKR,191,8,7,2,78*,38.2,156,122.43,0,1,10,8,2021
36,Andre RussellKKR,DC,183,10,9,2,54,26.14,120,152.5,0,1,14,14,2021
37,Shreyas IyerDC,PBKS,175,8,8,3,47*,35,171,102.33,0,0,7,5,2021
38,Deepak HoodaPBKS,CSK,160,12,11,1,64,16,123,130.08,0,1,9,9,2021
39,Suresh RainaCSK,RR,160,12,11,2,54,17.77,128,125,0,1,13,9,2021
40,Rahul TewatiaRR,PBKS,155,14,11,1,44,15.5,147,105.44,0,0,11,6,2021
41,Shahrukh KhanPBKS,DC,153,11,10,3,47,21.85,114,134.21,0,0,9,10,2021
42,Steve SmithDC,RR,152,8,7,1,39,25.33,135,112.59,0,0,13,2,2021
43,Evin LewisRR,SRH,151,5,5,0,58,30.2,93,162.36,0,1,18,7,2021
44,Jason RoySRH,PBKS,150,5,5,0,60,30,121,123.96,0,1,21,1,2021
45,Aiden MarkramPBKS,MI,146,6,6,1,42,29.2,119,122.68,0,0,12,4,2021
46,Krunal PandyaMI,KKR,143,13,12,2,39,14.3,123,116.26,0,0,10,6,2021
47,Eoin MorganKKR,SRH,133,17,16,4,47*,11.08,139,95.68,0,0,8,6,2021
48,Wriddhiman SahaSRH,MI,131,9,9,0,44,14.55,140,93.57,0,0,7,5,2021
49,Hardik PandyaMI,RR,127,12,11,2,40*,14.11,112,113.39,0,0,11,5,2021
50,David MillerRR,CSK,124,9,8,3,62,24.8,113,109.73,0,1,11,3,2021
51,Robin UthappaCSK,MI,115,4,4,0,63,28.75,84,136.9,0,1,8,5,2021
52,Saurabh TiwaryMI,CSK,115,5,4,2,50*,57.5,97,118.55,0,1,10,2,2021
53,MS DhoniCSK,SRH,114,16,11,4,18*,16.28,107,106.54,0,0,12,3,2021
54,Abdul SamadSRH,SRH,111,11,10,1,28,12.33,87,127.58,0,0,4,8,2021
55,Abhishek SharmaSRH,RR,98,8,7,1,33,16.33,75,130.66,0,0,7,4,2021
56,Mahipal LomrorRR,KKR,94,4,4,1,43,31.33,73,128.76,0,0,3,6,2021
57,Pat CumminsKKR,RR,93,7,5,2,66*,31,56,166.07,0,1,5,8,2021
58,Riyan ParagRR,DC,93,11,10,2,25,11.62,83,112.04,0,0,6,4,2021
59,Marcus StoinisDC,SRH,89,10,7,3,27*,22.25,72,123.61,0,0,11,1,2021
60,Jason HolderSRH,PBKS,85,8,7,1,47*,14.16,72,118.05,0,0,2,6,2021
61,Nicholas PooranPBKS,SRH,85,12,11,0,32,7.72,76,111.84,0,0,3,5,2021
62,Rashid KhanSRH,SRH,83,14,10,2,22,10.37,69,120.28,0,0,9,2,2021
63,Priyam GargSRH,RCB,72,5,5,0,29,14.4,74,97.29,0,0,2,3,2021
64,Rajat PatidarRCB,DC,71,4,4,0,31,17.75,62,114.51,0,0,3,3,2021
65,Lalit YadavDC,RR,68,7,5,3,22*,34,73,93.15,0,0,7,0,2021
66,Chris MorrisRR,RCB,67,11,7,2,36*,13.4,49,136.73,0,0,2,5,2021
67,Kyle JamiesonRCB,PBKS,65,9,7,3,16*,16.25,55,118.18,0,0,5,3,2021
68,Harpreet BrarPBKS,KKR,64,7,5,5,25*,0,58,110.34,0,0,3,2,2021
69,Sunil NarineKKR,RCB,62,14,10,2,26,7.75,47,131.91,0,0,3,5,2021
70,Shahbaz AhmedRCB,RCB,59,11,7,0,14,8.42,53,111.32,0,0,4,2,2021
71,Harshal PatelRCB,SRH,59,15,8,4,31,14.75,46,128.26,0,0,6,2,2021
72,Vijay ShankarSRH,CSK,58,7,5,0,28,11.6,52,111.53,0,0,1,3,2021
73,Sam CurranCSK,SRH,56,9,4,1,34,18.66,29,193.1,0,0,5,3,2021
74,Kedar JadhavSRH,MI,55,6,5,1,19,13.75,52,105.76,0,0,2,2,2021
75,Chris LynnMI,KKR,49,1,1,0,49,49,35,140,0,0,4,3,2021
76,Shakib Al HasanKKR,CSK,47,8,6,1,26,9.4,48,97.91,0,0,3,1,2021
77,Dwayne BravoCSK,DC,47,11,3,2,23,47,18,261.11,0,0,3,4,2021
78,Ravichandran AshwinDC,RR,44,13,5,2,20*,14.66,42,104.76,0,0,2,1,2021
79,Manan VohraRR,RR,42,4,4,0,14,10.5,39,107.69,0,0,5,2,2021
80,Liam LivingstoneRR,RR,42,5,5,0,25,8.4,41,102.43,0,0,3,1,2021
81,Jaydev UnadkatRR,DC,41,6,3,1,24,20.5,29,141.37,0,0,3,2,2021
82,Axar PatelDC,SRH,40,12,6,1,12,8,46,86.95,0,0,2,1,2021
83,Mohammad NabiSRH,MI,34,3,3,0,17,11.33,20,170,0,0,3,2,2021
84,Jayant YadavMI,SRH,34,5,3,1,23,17,26,130.76,0,0,2,1,2021
85,Bhuvneshwar KumarSRH,PBKS,34,11,7,6,14*,34,30,113.33,0,0,3,0,2021
86,Chris JordanPBKS,PBKS,32,4,2,0,30,16,21,152.38,0,0,1,3,2021
87,Moises HenriquesPBKS,RCB,31,5,4,2,14,15.5,32,96.87,0,0,0,1,2021
88,Washington SundarRCB,PBKS,31,6,4,0,10,7.75,47,65.95,0,0,2,0,2021
89,Dawid MalanPBKS,RR,26,1,1,0,26,26,26,100,0,0,1,1,2021
90,Glenn PhillipsRR,DC,26,3,3,1,14*,13,33,78.78,0,0,1,2,2021
91,Ripal PatelDC,KKR,25,2,2,1,18,25,27,92.59,0,0,3,0,2021
92,Shivam MaviKKR,DC,25,9,2,0,20,12.5,20,125,0,0,2,2,2021
93,Tom CurranDC,RCB,21,3,2,1,21,21,17,123.52,0,0,2,0,2021
94,Mohammed SirajRCB,PBKS,20,15,4,3,12*,20,26,76.92,0,0,1,1,2021
95,Prabhsimran SinghPBKS,PBKS,19,2,2,0,12,9.5,23,82.6,0,0,1,1,2021
96,Nathan EllisPBKS,KKR,18,3,2,1,12,18,16,112.5,0,0,0,1,2021
97,Lockie FergusonKKR,MI,18,8,3,3,18*,0,11,163.63,0,0,1,1,2021
98,Anmolpreet SinghMI,MI,16,1,1,0,16,16,14,114.28,0,0,2,1,2021
99,Adam MilneMI,RR,16,4,3,1,15,8,17,94.11,0,0,0,1,2021
100,Chetan SakariyaRR,MI,16,14,6,1,7,3.2,25,64,0,0,2,0,2021
101,Jasprit BumrahMI,PBKS,16,14,7,5,5*,8,17,94.11,0,0,2,0,2021
102,Mandeep SinghPBKS,DC,15,1,1,0,15,15,14,107.14,0,0,2,0,2021
103,Chris WoakesDC,PBKS,15,3,1,1,15*,0,11,136.36,0,0,2,0,2021
104,Jhye RichardsonPBKS,PBKS,15,3,2,0,15,7.5,24,62.5,0,0,2,0,2021
105,Murugan AshwinPBKS,SRH,15,3,2,0,9,7.5,24,62.5,0,0,1,0,2021
106,Virat SinghSRH,SRH,15,3,2,0,11,7.5,26,57.69,0,0,1,0,2021
107,Jagadeesha SuchithSRH,RCB,14,2,1,1,14*,0,6,233.33,0,0,2,1,2021
108,Dan ChristianRCB,MI,14,9,7,1,9,2.33,24,58.33,0,0,1,0,2021
109,Rahul ChaharMI,PBKS,14,11,5,0,8,2.8,15,93.33,0,0,1,0,2021
110,Mohammad ShamiPBKS,DC,13,14,4,3,9*,13,17,76.47,0,0,0,0,2021
111,Kagiso RabadaDC,RCB,13,15,3,2,9*,13,6,216.66,0,0,2,0,2021
112,Yuzvendra ChahalRCB,DC,10,15,2,2,8*,0,27,37.03,0,0,0,0,2021
113,Ajinkya RahaneDC,SRH,8,2,1,0,8,8,8,100,0,0,1,0,2021
114,Sandeep SharmaSRH,SRH,8,7,2,1,8*,8,7,114.28,0,0,1,0,2021
115,Siddarth KaulSRH,RR,8,8,2,2,7*,0,8,100,0,0,1,0,2021
116,Mustafizur RahmanRR,RCB,8,14,5,5,8*,0,14,57.14,0,0,0,1,2021
117,Sachin BabyRCB,RR,7,1,1,0,7,7,17,41.17,0,0,0,0,2021
118,Shreyas GopalRR,RCB,7,3,2,1,7*,7,5,140,0,0,0,1,2021
119,Daniel SamsRCB,PBKS,6,2,2,1,3*,6,6,100,0,0,0,0,2021
120,Fabian AllenPBKS,DC,6,4,3,2,6,6,12,50,0,0,0,0,2021
121,Avesh KhanDC,CSK,5,16,1,1,5*,0,3,166.66,0,0,1,0,2021
122,Shardul ThakurCSK,KKR,5,16,4,2,3*,2.5,5,100,0,0,0,0,2021
123,Harbhajan SinghKKR,MI,4,3,2,2,2*,0,4,100,0,0,0,0,2021
124,Nathan Coulter-NileMI,KKR,4,5,2,0,3,2,5,80,0,0,0,0,2021
125,Tim SoutheeKKR,RR,3,3,1,0,3,3,5,60,0,0,0,0,2021
126,Tabraiz ShamsiRR,KKR,2,1,1,1,2*,0,4,50,0,0,0,0,2021
127,Tim SeifertKKR,RCB,2,1,1,0,2,2,4,50,0,0,0,0,2021
128,Navdeep SainiRCB,RR,2,2,1,0,2,2,4,50,0,0,0,0,2021
129,Kartik TyagiRR,RCB,2,4,2,1,1*,2,4,50,0,0,0,0,2021
130,George GartonRCB,PBKS,2,5,3,2,2*,2,4,50,0,0,0,0,2021
131,Arshdeep SinghPBKS,KKR,2,12,2,2,1*,0,3,66.66,0,0,0,0,2021
132,Varun ChakaravarthyKKR,SRH,2,17,3,2,2*,2,4,50,0,0,0,0,2021
133,Mujeeb Ur RahmanSRH,RCB,1,1,1,1,1*,0,1,100,0,0,0,0,2021
134,Tim DavidRCB,RCB,1,1,1,0,1,1,3,33.33,0,0,0,0,2021
135,Wanindu HasarangaRCB,SRH,1,2,2,1,1*,1,2,50,0,0,0,0,2021
136,Khaleel AhmedSRH,PBKS,1,7,1,0,1,1,2,50,0,0,0,0,2021
137,Ravi BishnoiPBKS,MI,1,9,1,0,1,1,4,25,0,0,0,0,2021
138,Trent BoultMI,CSK,1,14,4,4,1*,0,4,25,0,0,0,0,2021
139,Deepak ChaharCSK,RR,1,15,2,2,1*,0,1,100,0,0,0,0,2021
140,Ben StokesRR,KKR,0,1,1,0,0*,0,3,0,0,0,0,0,2021
141,Kamlesh NagarkotiKKR,RR,0,1,1,0,0*,0,2,0,0,0,0,0,2021
142,Kuldip YadavRR,MI,0,1,1,1,0*,0,4,0,0,0,0,0,2021
143,Piyush ChawlaMI,SRH,0,1,1,0,0*,0,2,0,0,0,0,0,2021
144,Shahbaz NadeemSRH,RR,0,1,1,0,0*,0,1,0,0,0,0,0,2021
145,Anuj RawatRR,MI,0,2,1,0,0*,0,1,0,0,0,0,0,2021
146,Marco JansenMI,PBKS,0,2,2,0,0*,0,3,0,0,0,0,0,2021
147,Sarfaraz KhanPBKS,MI,0,2,2,0,0*,0,4,0,0,0,0,0,2021
148,Jimmy NeeshamMI,KKR,0,3,2,0,0*,0,2,0,0,0,0,0,2021
149,Prasidh KrishnaKKR,,0,10,2,1,0*,0,1,0,0,0,0,0,2021
1,Jos ButtlerRR,LSG,863,17,17,2,116,57.53,579,149.05,4,4,83,45,2022
2,K L RahulLSG,LSG,616,15,15,3,103*,51.33,455,135.38,2,4,45,30,2022
3,Quinton De KockLSG,GT,508,15,15,1,140*,36.29,341,148.97,1,3,47,23,2022
4,Hardik PandyaGT,GT,487,15,15,4,87*,44.27,371,131.26,0,4,49,12,2022
5,Shubman GillGT,GT,483,16,16,2,96,34.5,365,132.32,0,4,51,11,2022
6,David MillerGT,RCB,481,16,16,9,94*,68.71,337,142.72,0,2,32,23,2022
7,Faf Du PlessisRCB,PBKS,468,16,16,1,96,31.2,367,127.52,0,3,49,13,2022
8,Shikhar DhawanPBKS,RR,460,14,14,2,88*,38.33,375,122.66,0,3,47,12,2022
9,Sanju SamsonRR,LSG,458,17,17,1,55,28.63,312,146.79,0,2,43,26,2022
10,Deepak HoodaLSG,PBKS,451,15,14,0,59,32.21,330,136.66,0,4,36,18,2022
11,Liam LivingstonePBKS,DC,437,14,14,2,70,36.42,240,182.08,0,4,29,34,2022
12,David WarnerDC,SRH,432,12,12,3,92*,48,287,150.52,0,5,52,15,2022
13,Abhishek SharmaSRH,MI,426,14,14,0,75,30.43,320,133.12,0,2,47,13,2022
14,Ishan KishanMI,SRH,418,14,14,1,81*,32.15,348,120.11,0,3,45,11,2022
15,Rahul TripathiSRH,KKR,413,14,14,3,76,37.55,261,158.23,0,3,40,20,2022
16,Shreyas IyerKKR,MI,401,14,14,1,85,30.85,298,134.56,0,3,41,11,2022
17,Tilak VarmaMI,SRH,397,14,14,3,61,36.09,303,131.02,0,2,29,16,2022
18,Aiden MarkramSRH,RR,381,14,12,4,68*,47.63,274,139.05,0,3,25,19,2022
19,Devdutt PadikkalRR,CSK,376,17,17,0,54,22.12,306,122.87,0,1,40,14,2022
20,Ruturaj  GaikwadCSK,KKR,368,14,14,0,99,26.29,291,126.46,0,3,33,14,2022
21,Nitish RanaKKR,RCB,361,14,14,1,57,27.77,251,143.82,0,2,29,22,2022
22,Virat KohliRCB,DC,341,16,16,1,73,22.73,294,115.98,0,2,32,8,2022
